image_path,label,xmin,ymin,xmax,ymax,xc,yc,w,h
.\data\leaf_data_v3\train\sample_a_100.jpg,advanced,0.3968253968253968,0.3820536540240518,0.49206349206349204,0.5198889916743756,0.4444444444444444,0.4509713228492137,0.09523809523809523,0.13783533765032385
.\data\leaf_data_v3\train\sample_a_100.jpg,advanced,0.24089635854341737,0.4838112858464385,0.3426704014939309,0.5781683626271971,0.29178338001867415,0.5309898242368178,0.10177404295051354,0.09435707678075855
.\data\leaf_data_v3\train\sample_a_100.jpg,advanced,0.31092436974789917,0.635522664199815,0.39589169000933705,0.7363552266419982,0.3534080298786181,0.6859389454209066,0.08496732026143788,0.1008325624421832
.\data\leaf_data_v3\train\sample_a_100.jpg,moderate,0.3716153127917834,0.303422756706753,0.49019607843137253,0.40148011100832565,0.430905695611578,0.3524514338575393,0.11858076563958914,0.09805735430157264
.\data\leaf_data_v3\train\sample_a_100.jpg,advanced,0.6414565826330533,0.333950046253469,0.7329598506069094,0.4181313598519889,0.6872082166199813,0.37604070305272896,0.0915032679738561,0.08418131359851988
.\data\leaf_data_v3\train\sample_a_100.jpg,moderate,0.12044817927170869,0.8982423681776133,0.2689075630252101,1.0,0.19467787114845939,0.9491211840888066,0.14845938375350137,0.10175763182238673
.\data\leaf_data_v3\train\sample_a_101.jpg,moderate,0.515625,0.7584269662921348,0.5886194029850746,0.9073033707865169,0.5521222014925373,0.8328651685393258,0.07299440298507465,0.1488764044943821
.\data\leaf_data_v3\train\sample_a_101.jpg,moderate,0.7115205223880597,0.5435393258426966,0.7842817164179104,0.6987359550561798,0.7479011194029851,0.6211376404494382,0.0727611940298507,0.1551966292134832
.\data\leaf_data_v3\train\sample_a_101.jpg,moderate,0.5942164179104478,0.5316011235955056,0.6732742537313433,0.6997893258426966,0.6337453358208955,0.6156952247191011,0.07905783582089554,0.168188202247191
.\data\leaf_data_v3\train\sample_a_101.jpg,advanced,0.5687966417910447,0.2615870786516854,0.6627798507462687,0.39115168539325845,0.6157882462686567,0.3263693820224719,0.09398320895522394,0.12956460674157305
.\data\leaf_data_v3\train\sample_a_101.jpg,moderate,0.4083488805970149,0.24964887640449437,0.47341417910447764,0.4199438202247191,0.44088152985074625,0.33479634831460675,0.06506529850746273,0.17029494382022473
