filename,label,xmin,ymin,xmax,ymax
1000,infected,0.5708333333333333,0.10648148148148147,0.6526041666666667,0.19814814814814816
1000,infected,0.5307291666666667,0.003703703703703704,0.6104166666666667,0.26481481481481484
1000,infected,0.465625,0.023148148148148147,0.5494791666666666,0.2212962962962963
1000,infected,0.3625,0.007407407407407408,0.4328125,0.1361111111111111
1000,infected,0.1703125,0.2796296296296296,0.2520833333333333,0.4898148148148148
1000,infected,0.08958333333333332,0.1574074074074074,0.15729166666666666,0.4462962962962963
1000,infected,0.003125,0.3611111111111111,0.22447916666666667,0.5462962962962963
1000,infected,0.0020833333333333333,0.7694444444444445,0.11510416666666665,1.0
1000,infected,0.38385416666666666,0.7657407407407407,0.5411458333333333,1.0
1000,infected,0.4010416666666667,0.3953703703703704,0.5473958333333333,0.6972222222222222
1000,infected,0.5963541666666666,0.6537037037037037,0.7229166666666667,0.775
1000,infected,0.7739583333333333,0.700925925925926,0.9046875,0.8898148148148148
1000,infected,0.7578125,0.8444444444444444,0.9588541666666668,1.0
1000,infected,0.9270833333333334,0.8944444444444445,1.0,0.9851851851851852
1000,infected,0.2838541666666667,0.812962962962963,0.3807291666666667,0.9185185185185184
1000,infected,0.4739583333333333,0.462962962962963,0.6625,0.7333333333333333
1000,infected,0.6145833333333334,0.35,0.6432291666666666,0.4407407407407408
1000,infected,0.6635416666666667,0.42314814814814816,0.7260416666666667,0.5194444444444445
1000,infected,0.6177083333333333,0.3101851851851852,0.6557291666666667,0.3796296296296297
1000,infected,0.7942708333333334,0.003703703703703704,1.0,0.20462962962962966
1000,infected,0.5911458333333334,0.1527777777777778,0.9802083333333332,0.5879629629629629
1000,infected,0.4432291666666667,0.2722222222222222,0.50625,0.33055555555555555
1000,infected,0.43802083333333336,0.2305555555555556,0.4786458333333333,0.2777777777777778
1000,infected,0.36875,0.39351851851851855,0.44947916666666665,0.4953703703703704
1000,infected,0.32760416666666664,0.3740740740740741,0.3614583333333333,0.5370370370370371
1000,infected,0.153125,0.16111111111111112,0.2380208333333333,0.3064814814814815
1001,infected,0.5932291666666667,0.15925925925925927,0.9739583333333334,0.5916666666666667
1001,infected,0.7739583333333333,0.7083333333333334,0.9005208333333333,0.9037037037037036
1001,infected,0.7645833333333333,0.8564814814814815,0.9505208333333334,1.0
1001,infected,0.9197916666666668,0.8962962962962963,1.0,0.998148148148148
1001,infected,0.6015625,0.65,0.7177083333333333,0.7861111111111111
1001,infected,0.4083333333333333,0.425,0.5473958333333333,0.7027777777777777
1001,infected,0.35625,0.5916666666666667,0.43697916666666653,0.6990740740740741
1001,infected,0.19010416666666666,0.3212962962962963,0.2552083333333333,0.5175925925925926
1001,infected,0.11145833333333334,0.1925925925925926,0.16145833333333334,0.4592592592592593
1001,infected,0.0005208333333333333,0.3703703703703704,0.2328125,0.5296296296296297
1001,infected,0.2942708333333333,0.8296296296296296,0.3807291666666667,0.9277777777777778
1001,infected,0.39114583333333336,0.8018518518518518,0.5385416666666667,1.0
1001,infected,0.19479166666666667,0.9277777777777778,0.3104166666666667,1.0
1001,infected,0.008854166666666666,0.799074074074074,0.11770833333333333,1.0
1001,infected,0.3328125,0.3861111111111111,0.37552083333333336,0.562962962962963
1001,infected,0.575,0.13240740740740742,0.6515625,0.23425925925925925
1001,infected,0.465625,0.052777777777777785,0.5380208333333333,0.2361111111111111
1001,infected,0.359375,0.007407407407407408,0.4473958333333333,0.1648148148148148
1001,infected,0.6177083333333333,0.3342592592592593,0.6505208333333333,0.4101851851851852
1001,infected,0.6083333333333333,0.3898148148148149,0.6505208333333333,0.4444444444444444
1001,infected,0.6515625,0.39351851851851855,0.6869791666666667,0.4555555555555556
1001,infected,0.7875,0.001851851851851852,1.0,0.2324074074074074
1001,infected,0.5380208333333333,0.000925925925925926,0.615625,0.06851851851851852
